"","CNPJ_CIA","DT_REFER","ID_DOC","VERSAO","stock.type","qtd.issue"
"394","22.543.331/0001-00",2021-01-01,105988,5,"ON",3e+09
"395","22.677.520/0001-76",2021-01-01,104770,1,"ON",13913101.8518519
"396","23.096.269/0001-19",2021-01-01,105956,2,"ON",7015027713.77138
"397","23.236.821/0001-27",2021-01-01,105482,1,"ON",0
"398","23.373.000/0001-32",2021-01-01,105366,1,"ON",228102181.818182
"399","23.438.929/0001-00",2021-01-01,105493,1,"ON",0
"400","24.230.275/0001-80",2021-01-01,106009,2,"ON",204253099.904618
"401","24.396.489/0001-20",2021-01-01,105571,1,"ON",2646299063.33333
"402","24.624.490/0001-65",2021-01-01,105454,1,"ON",5e+08
"403","24.624.551/0001-94",2021-01-01,105447,1,"ON",0
"404","24.962.466/0001-36",2021-01-01,105682,1,"ON",1189412364.6272
"405","24.990.777/0001-09",2021-01-01,105500,1,"ON",2209296014.28571
"406","25.005.683/0001-09",2021-01-01,104853,1,"ON",0
"407","25.089.509/0001-83",2021-01-01,105380,1,"ON",0
"408","25.249.439/0001-83",2021-01-01,103214,2,"ON",0
"409","26.462.693/0001-28",2021-01-01,105864,2,"ON",214626760.530924
"410","26.609.050/0001-64",2021-01-01,105181,1,"ON",0
"411","26.659.061/0001-59",2021-01-01,105135,1,"ON",244235564.758821
"412","26.664.057/0001-89",2021-01-01,104830,1,"ON",580628065
"413","26.735.020/0001-02",2021-01-01,105401,1,"ON",89654070.6444314
"414","26.845.702/0001-60",2021-01-01,105604,1,"ON",0
"415","27.093.558/0001-15",2021-01-01,105096,1,"ON",252168874.76571
"416","27.137.879/0001-74",2021-01-01,104887,1,"ON",0
"417","27.157.474/0001-06",2021-01-01,104915,1,"ON",0
"418","27.956.690/0001-03",2021-01-01,105019,1,"ON",0
"419","27.967.244/0001-02",2021-01-01,105610,1,"ON",0
"420","28.019.100/0001-89",2021-01-01,105218,1,"ON",0
"421","28.127.603/0001-78",2021-01-01,105205,1,"ON",231329278.703866
"422","28.152.650/0001-71",2021-01-01,105892,2,"ON",5876012
"423","28.195.667/0001-06",2021-01-01,105032,1,"ON",0
"424","28.201.130/0001-01",2021-01-01,106037,2,"ON",0
"425","28.442.718/0001-57",2021-01-01,105480,1,"ON",0
"426","28.925.264/0001-75",2021-01-01,105234,1,"ON",0
"427","28.942.127/0001-49",2021-01-01,105236,1,"ON",0
"428","29.088.092/0001-95",2021-01-01,105532,1,"ON",0
"429","29.780.061/0001-09",2021-01-01,105479,1,"ON",57737319.4556428
"430","29.894.663/0001-89",2021-01-01,105117,1,"ON",17100
"431","29.950.060/0001-57",2021-01-01,104909,1,"ON",0
"432","29.978.814/0001-87",2021-01-01,105815,2,"ON",640341532.839922
"433","30.213.493/0001-09",2021-01-01,104126,2,"ON",0
"434","30.219.233/0001-40",2021-01-01,104892,1,"ON",0
"435","30.306.294/0001-45",2021-01-01,105850,5,"ON",1961109952.1934
"436","30.418.658/0001-89",2021-01-01,105017,1,"ON",0
"437","30.540.991/0001-66",2021-01-01,103566,2,"ON",3966667.02718299
"438","30.545.324/0001-76",2021-12-31,105179,1,"ON",0
"439","30.723.886/0001-62",2021-01-01,103334,2,"ON",412570150.605281
"440","30.788.149/0001-48",2021-01-01,104985,1,"ON",0
"441","31.001.230/0001-07",2021-01-01,105083,1,"ON",0
"442","31.468.139/0001-98",2021-01-01,104692,1,"ON",20000
"443","31.553.627/0001-01",2021-01-01,105535,1,"ON",106479264.49449
"444","31.701.408/0001-14",2021-01-01,103908,2,"ON",419538237.200259
"445","31.907.982/0001-23",2021-01-01,105014,1,"ON",0
"446","32.161.500/0001-00",2021-01-01,105169,1,"ON",0
"447","32.372.085/0001-25",2021-01-01,105355,1,"ON",0
"448","32.681.371/0001-72",2021-01-01,105123,1,"ON",84708037.2250423
"449","32.770.457/0001-71",2021-01-01,105002,1,"ON",0
"450","32.785.497/0001-97",2021-01-01,105457,1,"ON",1376648773.23177
"451","33.000.167/0001-01",2021-01-01,105852,2,"ON",7442454101.07067
"452","33.014.556/0001-96",2021-01-01,105521,1,"ON",659310926.793129
"453","33.035.536/0001-00",2021-01-01,105210,1,"ON",105203975.549887
"454","33.040.601/0001-87",2021-01-01,105605,1,"ON",10178447.5806452
"455","33.041.260/0652-90",2021-01-01,105775,2,"ON",1597354104.06413
"456","33.042.730/0001-04",2021-01-01,105989,2,"ON",1387530325.28403
"457","33.050.071/0001-58",2021-01-01,105883,3,"ON",166634312.973079
"458","33.050.196/0001-88",2021-01-01,104861,1,"ON",0
"459","33.102.476/0001-92",2021-01-01,105619,1,"ON",12250000
"460","33.111.246/0001-90",2021-01-01,105779,1,"ON",0
"461","33.113.309/0001-47",2021-01-01,105568,1,"ON",78269230
"462","33.200.049/0001-47",2021-01-01,104551,1,"ON",10477918.9221322
"463","33.228.024/0001-51",2021-01-01,105483,1,"ON",16571048.8652627
"464","33.256.439/0001-39",2021-01-01,105139,1,"ON",1115076646.12519
"465","33.352.394/0001-04",2021-01-01,105970,2,"ON",612500000
"466","33.376.989/0001-91",2021-01-01,105078,1,"ON",1267889351.15044
"467","33.386.210/0001-19",2021-01-01,105721,2,"ON",856875
"468","33.412.081/0001-96",2021-01-01,105331,1,"ON",67691629.5481909
"469","33.453.598/0001-23",2021-03-31,105411,2,"ON",0
"470","33.467.572/0001-34",2021-01-01,105085,1,"ON",1587100.97073944
"471","33.541.368/0001-16",2021-01-01,105487,1,"ON",0
"472","33.592.510/0001-54",2021-01-01,105772,3,"ON",5284297872.8455
"473","33.611.500/0001-19",2021-01-01,105953,2,"ON",1113574920.63492
"474","33.679.797/0001-54",2021-01-01,105154,1,"ON",0
"475","33.839.910/0001-11",2021-01-01,106031,4,"ON",236197768.450805
"476","33.938.119/0001-69",2021-01-01,105450,1,"ON",238678333.333333
"477","33.958.695/0001-78",2021-01-01,105975,3,"ON",94432877.4048793
"478","34.169.557/0001-72",2021-01-01,105820,2,"ON",4117192.1182266
"479","34.274.233/0001-02",2021-01-01,106022,2,"ON",1165000004.75162
"480","34.469.625/0001-19",2021-01-01,105042,1,"ON",0
"481","35.082.277/0001-95",2021-01-01,105186,2,"ON",0
"482","35.502.310/0001-99",2021-01-01,105594,1,"ON",0
"483","35.727.157/0001-06",2021-01-01,105431,1,"ON",199999856.042611
"484","35.791.391/0001-94",2021-01-01,105805,2,"ON",0
"485","36.243.187/0001-00",2021-01-01,103587,1,"ON",0
"486","36.542.025/0001-64",2021-01-01,105585,2,"ON",0
"487","37.368.315/0001-04",2021-01-01,105020,1,"ON",0
"488","37.592.100/0001-64",2021-01-01,105150,1,"ON",0
"489","37.663.076/0001-07",2021-01-01,105904,2,"ON",399109745.437255
"490","38.042.694/0001-00",2021-01-01,105461,1,"ON",0
"491","38.199.406/0001-18",2021-01-01,103151,2,"ON",0
"492","38.307.135/0001-77",2021-01-01,104205,2,"ON",0
"493","38.456.921/0001-36",2021-01-01,105909,7,"ON",239684975.945761
"494","39.115.514/0001-28",2021-01-01,105684,1,"ON",0
"495","39.393.829/0001-37",2021-01-01,105397,1,"ON",0
"496","40.159.947/0001-64",2021-01-01,105999,6,"ON",0
"497","42.150.391/0001-70",2021-01-01,105531,1,"ON",451612211.336599
"498","42.278.291/0001-24",2021-01-01,105749,2,"ON",105488166.526493
"499","42.278.473/0001-03",2021-01-01,105077,1,"ON",159907463.240601
"500","42.331.462/0001-31",2021-01-01,105176,1,"ON",14860576.7930615
"501","42.771.949/0001-35",2021-01-01,105810,2,"ON",118291578.805082
"502","43.185.362/0001-07",2021-01-01,105340,1,"ON",12601579.1666667
"503","43.283.811/0001-50",2021-01-01,105333,1,"ON",0
"504","43.470.988/0001-65",2021-01-01,105151,1,"ON",211993572.475911
"505","43.776.517/0001-80",2021-01-01,105654,1,"ON",683509863.493805
"506","45.242.914/0001-05",2021-01-01,105961,2,"ON",308245067.417378
"507","45.365.558/0001-09",2021-01-01,103168,2,"ON",0
"508","45.453.214/0001-51",2021-01-01,105192,1,"ON",123812774.686413
"509","45.987.245/0001-92",2021-01-01,106017,2,"ON",2419061.36278078
"510","46.119.855/0001-37",2021-01-01,104900,2,"ON",0
"511","47.508.411/0001-56",2021-01-01,105877,2,"ON",268353379.499017
"512","47.509.120/0001-82",2021-01-01,105963,3,"ON",0
"513","47.960.950/0001-21",2021-01-01,105494,1,"ON",6498926795.69913
"514","49.263.189/0001-02",2021-01-01,105449,1,"ON",133851070.81929
"515","49.669.856/0001-43",2021-01-01,106018,2,"ON",68848639.1382406
"516","50.564.053/0001-03",2021-01-01,105554,1,"ON",0
"517","50.746.577/0001-15",2021-01-01,105808,2,"ON",468517732.278761
"518","50.926.955/0001-42",2021-01-01,105045,1,"ON",245724153.897402
"519","51.128.999/0001-90",2021-01-01,105053,1,"ON",127943.998003478
"520","51.218.147/0001-93",2021-01-01,105049,1,"ON",176611578.537606
"521","51.466.860/0001-56",2021-03-31,99090,2,"ON",354011744.119278
"522","51.928.174/0001-50",2021-01-01,105255,2,"ON",12427317.5
"523","52.548.435/0001-79",2021-01-01,105632,1,"ON",280031090.989399
"524","53.113.791/0001-22",2021-01-01,105549,1,"ON",577913184.334893
"525","56.444.250/0001-75",2021-01-01,104676,1,"ON",2327
"526","56.643.018/0001-66",2021-01-01,105459,1,"ON",31260361.4163614
"527","56.720.428/0001-63",2021-01-01,105265,1,"ON",73371377.9527559
"528","56.992.423/0001-90",2021-01-01,104737,1,"ON",454753.684769619
"529","58.119.199/0001-51",2021-01-01,105118,1,"ON",531294397.838187
"530","58.430.828/0001-60",2021-01-01,104804,12,"ON",179393937.142857
"531","59.105.999/0001-86",2021-01-01,106006,2,"ON",1024654125
"532","59.285.411/0001-13",2021-01-01,105917,7,"ON",0
"533","59.418.806/0001-47",2021-01-01,105396,1,"ON",0
"534","59.789.545/0001-71",2021-01-01,105197,1,"ON",0
"535","59.981.829/0001-65",2021-01-01,103652,2,"ON",0
"536","60.398.369/0004-79",2021-01-01,105367,1,"ON",43405368.1878866
"537","60.444.437/0001-46",2021-01-01,105933,11,"ON",0
"538","60.476.884/0001-87",2021-01-01,105160,1,"ON",128308393.333333
"539","60.500.139/0001-26",2021-01-01,105261,1,"ON",20007207.5263104
"540","60.537.263/0001-66",2021-01-01,105462,1,"ON",193770265.757891
"541","60.543.816/0001-93",2021-01-01,105371,1,"ON",34771251
"542","60.637.238/0001-54",2021-01-01,105157,2,"ON",1673066
"543","60.651.809/0001-05",2021-01-01,105541,1,"ON",0
"544","60.730.348/0001-66",2021-01-01,105510,1,"ON",5618637.13798978
"545","60.746.948/0001-12",2021-01-01,105962,3,"ON",4870579292.22486
"546","60.770.336/0001-65",2021-01-01,106040,3,"ON",53482127.6395072
"547","60.840.055/0001-31",2021-01-01,105842,2,"ON",302892397
"548","60.851.615/0001-53",2021-01-01,105264,1,"ON",607190.531066936
"549","60.872.504/0001-23",2021-01-01,105867,3,"ON",4958290122.86816
"550","60.884.319/0001-59",2021-01-01,105561,1,"ON",6621450.51671167
"551","60.894.730/0001-05",2021-01-01,106033,2,"ON",705246158.89979
"552","60.933.603/0001-78",2021-01-01,105258,2,"ON",327502724.518436
"553","61.022.042/0001-18",2021-01-01,105588,1,"ON",124014.084507042
"554","61.065.298/0001-02",2021-01-01,105385,1,"ON",2210000
"555","61.065.751/0001-80",2021-01-01,105622,1,"ON",17153336.9705233
"556","61.079.117/0001-05",2021-01-01,105212,1,"ON",302010650.076784
"557","61.080.313/0001-91",2021-01-01,103765,1,"ON",40304114.1428798
"558","61.082.004/0001-50",2021-01-01,105855,2,"ON",269450.00387691
"559","61.088.894/0001-08",2021-01-01,104962,1,"ON",42265080
"560","61.092.037/0001-81",2021-01-01,105944,3,"ON",61776574.9686921
"561","61.156.113/0001-75",2021-01-01,105303,1,"ON",153719600.97286
"562","61.156.931/0001-78",2021-01-01,105922,3,"ON",6251.17150890347
"563","61.186.680/0001-74",2021-01-01,106029,2,"ON",398585350.318471
"564","61.189.288/0001-89",2021-01-01,105275,2,"ON",261670551.01132
"565","61.351.532/0001-68",2021-01-01,105821,3,"ON",6600013.017122
"566","61.374.161/0001-30",2021-01-01,105399,1,"ON",4904158.41584158
"567","61.486.650/0001-83",2021-01-01,105722,5,"ON",548303453.525641
"568","61.532.644/0001-15",2021-01-01,105958,2,"ON",2889839681.97784
"569","61.584.140/0001-49",2021-01-01,105590,1,"ON",2087406279.06977
"570","61.585.865/0001-51",2021-01-01,105352,1,"ON",1651930002.80345
"571","61.695.227/0001-93",2021-01-01,105664,1,"ON",0
"572","61.856.571/0001-17",2021-01-01,105393,1,"ON",102146875
"573","62.002.886/0001-60",2021-01-01,105164,1,"ON",8543896.04470544
"574","62.144.175/0001-20",2021-01-01,105424,1,"ON",0
"575","62.232.889/0001-90",2021-01-01,105296,2,"ON",0
"576","62.307.848/0001-15",2021-01-01,105183,1,"ON",0
"577","62.984.091/0001-02",2021-01-01,105869,2,"ON",381822234.376425
"578","64.904.295/0001-03",2021-02-28,102755,6,"ON",370000001.909431
"579","65.654.303/0001-73",2021-01-01,105865,2,"ON",0
"580","67.010.660/0001-24",2021-01-01,105126,1,"ON",43769808.4184661
"581","67.571.414/0001-41",2021-01-01,105269,1,"ON",106507317
"582","67.620.377/0001-14",2021-01-01,105350,1,"ON",549634764.492754
"583","71.208.516/0001-74",2021-01-01,105468,1,"ON",295019811.034319
"584","71.476.527/0001-35",2021-01-01,105513,1,"ON",104340694.595181
"585","71.673.990/0001-77",2021-01-01,105847,2,"ON",0
"586","73.178.600/0001-18",2021-01-01,106041,3,"ON",399740635.64615
"587","73.903.718/0001-61",2021-01-01,105166,1,"ON",0
"588","75.315.333/0001-09",2021-01-01,104939,1,"ON",1985292394.8529
"589","75.609.123/0001-23",2021-01-01,105915,2,"ON",0
"590","76.483.817/0001-20",2021-01-01,105918,2,"ON",1054090445.66793
"591","76.484.013/0001-45",2021-01-01,106001,2,"ON",503734923.128183
"592","76.535.764/0001-43",2021-01-01,105914,2,"ON",6440493851.11111
"593","78.876.950/0001-71",2021-01-01,105030,1,"ON",162533937.837217
"594","79.430.682/0001-22",2021-01-01,105287,1,"ON",0
"595","80.227.184/0001-66",2021-01-01,103874,1,"ON",80448.009019
"596","81.243.735/0001-48",2021-01-01,105638,1,"ON",141812723.473837
"597","82.508.433/0001-17",2021-01-01,105009,1,"ON",400009067.827349
"598","82.636.986/0001-55",2021-01-01,105329,1,"ON",0
"599","82.640.558/0001-04",2021-01-01,105665,1,"ON",2845707.31707317
"600","82.643.537/0001-34",2021-01-01,104637,2,"ON",22500000.1730769
"601","82.901.000/0001-27",2021-01-01,105507,1,"ON",327609629.865732
"602","82.982.075/0001-80",2021-01-01,105226,1,"ON",1456603
"603","83.475.913/0001-91",2021-01-01,105518,1,"ON",154545652.985075
"604","83.878.892/0001-55",2021-01-01,104957,1,"ON",15526274.6548323
"605","84.429.695/0001-11",2021-01-01,105146,1,"ON",4197317972.95127
"606","84.683.374/0001-49",2021-01-01,105814,2,"ON",144177498.540936
"607","84.683.408/0001-03",2021-01-01,105257,1,"ON",54467959.1534705
"608","84.683.671/0001-94",2021-01-01,105335,1,"ON",685998.551266319
"609","84.693.183/0001-68",2021-01-01,104643,1,"ON",76346382.6201437
"610","85.041.333/0001-11",2021-01-01,103340,2,"ON",231387331.717824
"611","85.778.074/0001-06",2021-01-01,105119,1,"ON",0
"612","86.375.425/0001-09",2021-01-01,104647,1,"ON",4224308.94308943
"613","86.550.951/0001-50",2021-01-01,105202,1,"ON",2001092.001092
"614","87.043.832/0001-73",2021-01-01,105955,2,"ON",0
"615","87.456.562/0001-22",2021-01-01,105784,2,"ON",10444526.0663507
"616","87.762.563/0001-03",2021-01-01,105977,2,"ON",0
"617","88.610.126/0001-29",2021-01-01,105926,2,"ON",217566344.320306
"618","88.610.191/0001-54",2021-01-01,105360,1,"ON",2480260.00391553
"619","88.611.835/0001-29",2021-01-01,105242,1,"ON",341657768.662838
"620","88.613.658/0001-10",2021-06-30,98944,1,"ON",16016924.1701215
"621","89.086.144/0001-16",2021-01-01,105994,2,"ON",116506101.694915
"622","89.096.457/0001-55",2021-01-01,105294,1,"ON",190550528.634361
"623","89.463.822/0001-12",2021-01-01,106008,2,"ON",28477701
"624","89.637.490/0001-45",2021-01-01,105965,3,"ON",2081928528.2167
"625","89.723.993/0001-33",2021-01-01,105191,1,"ON",7489719.80302862
"626","89.850.341/0001-60",2021-01-01,105271,1,"ON",902127231.845436
"627","90.400.888/0001-42",2021-01-01,105857,2,"ON",3818695058.73702
"628","90.441.460/0001-48",2021-01-01,104934,1,"ON",66086363.6843069
"629","91.333.666/0001-17",2021-01-01,104987,1,"ON",75824977.6186213
"630","91.495.499/0001-00",2021-01-01,104842,1,"ON",0
"631","91.669.747/0001-92",2021-01-01,104746,1,"ON",913827.649208282
"632","91.983.056/0001-69",2021-01-01,104906,1,"ON",26311971.0389813
"633","92.012.467/0001-70",2021-01-01,105840,2,"ON",8091392.69866882
"634","92.660.570/0001-26",2021-01-01,105243,1,"ON",2297999.94362383
"635","92.665.611/0001-77",2021-01-01,105645,2,"ON",137994416.100999
"636","92.690.783/0001-09",2021-01-01,105954,2,"ON",789530798.611111
"637","92.693.019/0001-89",2021-01-01,104940,1,"ON",17487079.4316066
"638","92.702.067/0001-96",2021-01-01,105946,2,"ON",205316898.395722
"639","92.715.812/0001-31",2021-01-01,105902,3,"ON",9517180.57663126
"640","92.721.232/0001-57",2021-01-01,103347,2,"ON",0
"641","92.749.225/0001-63",2021-01-01,105697,2,"ON",171194.822638745
"642","92.754.738/0001-62",2021-01-01,105573,4,"ON",898471042.213694
"643","92.781.335/0001-02",2021-01-01,105231,1,"ON",46430193.6289819
"644","92.791.243/0001-03",2021-01-01,105773,2,"ON",256705834.546337
"645","92.802.784/0001-90",2021-01-01,105539,1,"ON",0
"646","92.934.215/0001-06",2021-01-01,106026,2,"ON",0
"647","93.828.986/0001-73",2021-01-01,105741,2,"ON",35692.9999394363
"648","95.426.862/0001-97",2021-01-01,105427,1,"ON",2850000
"649","96.298.013/0001-68",2021-01-01,105716,2,"ON",0
"650","96.418.264/0218-02",2021-01-01,105326,1,"ON",187290336.371619
"651","97.191.902/0001-94",2021-01-01,105276,1,"ON",9830175.43859649
"652","97.837.181/0001-47",2021-01-01,105623,1,"ON",691784506.240145
"653","00.000.000/0001-91",2021-01-01,105911,2,"PN",0
"654","00.000.208/0001-00",2021-01-01,105792,2,"PN",82717142.8571429
"655","00.001.180/0001-26",2021-01-01,105907,2,"PN",280079308.597035
"656","00.070.698/0001-11",2021-01-01,105826,2,"PN",7232205.05777019
"657","00.192.769/0001-59",2021-01-01,105168,1,"PN",0
"658","00.272.185/0001-93",2021-01-01,105336,1,"PN",0
"659","00.336.701/0001-04",2021-01-01,105072,1,"PN",18407545.7919005
"660","00.359.742/0001-08",2021-01-01,105315,1,"PN",0
"661","00.383.281/0001-09",2021-01-01,105723,2,"PN",0
"662","00.389.481/0001-79",2021-01-01,105304,1,"PN",0
"663","00.416.968/0001-01",2021-01-01,105939,2,"PN",1468333451.64795
"664","00.545.378/0001-70",2021-01-01,105553,2,"PN",0
"665","00.622.416/0001-41",2021-01-01,105128,1,"PN",0
"666","00.644.907/0001-93",2021-01-01,105249,1,"PN",786336393.778142
"667","00.743.065/0001-27",2021-01-01,104808,1,"PN",0
"668","00.776.574/0001-56",2021-01-01,105519,1,"PN",0
"669","00.864.214/0001-06",2021-01-01,105578,1,"PN",1058543358.07444
"670","00.897.864/0001-58",2021-01-01,104591,2,"PN",0
"671","00.924.429/0001-75",2021-01-01,105056,1,"PN",18.99999962
"672","00.938.574/0001-05",2021-01-01,105313,1,"PN",37680
"673","00.974.211/0001-25",2021-01-01,105382,1,"PN",0
"674","00.979.969/0001-56",2021-01-01,103284,1,"PN",0
"675","01.027.058/0001-91",2021-01-01,105293,1,"PN",0
"676","01.083.200/0001-18",2021-01-01,104655,1,"PN",0
"677","01.104.937/0001-70",2021-01-01,105268,1,"PN",0
"678","01.107.327/0001-20",2021-01-01,105575,1,"PN",0
"679","01.258.944/0001-26",2021-01-01,105394,1,"PN",0
"680","01.319.044/0001-41",2021-01-01,103915,1,"PN",0
"681","01.417.222/0001-77",2021-01-01,105332,1,"PN",151667362.291536
"682","01.468.594/0001-22",2021-01-01,105542,3,"PN",0
"683","01.543.032/0001-04",2021-01-01,105886,3,"PN",0
"684","01.545.826/0001-07",2021-01-01,105674,1,"PN",0
"685","01.548.981/0001-79",2021-01-01,105863,2,"PN",1571774.00330267
"686","01.599.101/0001-93",2021-01-01,105860,5,"PN",0
"687","01.616.929/0001-02",2021-01-01,105289,1,"PN",0
"688","01.838.723/0001-27",2021-01-01,105935,2,"PN",0
"689","01.851.771/0001-55",2021-01-01,104991,1,"PN",0
"690","01.896.779/0001-38",2021-01-01,105110,1,"PN",0
"691","01.917.818/0001-36",2021-01-01,105142,1,"PN",0
"692","01.938.783/0001-11",2021-01-01,105992,2,"PN",6426781.70144462
"693","01.957.772/0001-89",2021-01-01,105881,2,"PN",0
"694","01.971.614/0001-83",2021-01-01,105993,2,"PN",873553.113553114
"695","01.989.044/0001-59",2021-01-01,103950,1,"PN",0
"696","02.016.440/0001-62",2021-01-01,104859,1,"PN",0
"697","02.062.747/0001-08",2021-01-01,104993,1,"PN",0
"698","02.105.040/0001-23",2021-04-01,105031,1,"PN",41648.9602150847
"699","02.105.040/0001-23",2021-12-31,100560,1,"PN",41648.9602150847
"700","02.149.205/0001-69",2021-01-01,105007,1,"PN",0
"701","02.162.616/0001-94",2021-01-01,104696,1,"PN",0
"702","02.193.750/0001-52",2021-01-01,105919,2,"PN",31335733.3333333
"703","02.201.787/0001-85",2021-01-01,105190,1,"PN",3e+06
"704","02.217.319/0001-07",2021-01-01,105344,1,"PN",0
"705","02.221.531/0001-30",2021-01-01,105752,2,"PN",0
"706","02.281.836/0001-37",2021-01-01,104982,1,"PN",0
"707","02.286.479/0001-08",2021-01-01,105646,1,"PN",0
"708","02.291.077/0001-93",2021-01-01,103648,2,"PN",0
"709","02.302.100/0001-06",2021-01-01,105894,2,"PN",0
"710","02.302.101/0001-42",2021-01-01,105379,1,"PN",22241714.0750669
"711","02.318.346/0001-68",2021-01-01,104994,1,"PN",0
"712","02.328.280/0001-97",2021-01-01,104719,2,"PN",101878300.170677
"713","02.351.144/0001-18",2021-01-01,105357,1,"PN",0
"714","02.351.877/0001-52",2021-01-01,104933,1,"PN",0
"715","02.357.251/0001-53",2021-01-01,105175,1,"PN",0
"716","02.365.069/0001-44",2021-01-01,103209,1,"PN",0
"717","02.382.073/0001-10",2021-01-01,105833,2,"PN",0
"718","02.387.241/0001-60",2021-01-01,105799,2,"PN",0
"719","02.397.080/0001-96",2021-01-01,104715,2,"PN",0
"720","02.415.408/0001-50",2021-01-01,105091,1,"PN",0
"721","02.421.421/0001-11",2021-01-01,105747,2,"PN",0
"722","02.429.144/0001-93",2021-01-01,104864,1,"PN",0
"723","02.451.848/0001-62",2021-01-01,104992,1,"PN",0
"724","02.474.103/0001-19",2021-01-01,105229,1,"PN",0
"725","02.502.844/0001-66",2021-01-01,105683,1,"PN",0
"726","02.509.186/0001-34",2021-01-01,105758,1,"PN",0
"727","02.509.491/0001-26",2021-01-01,105947,2,"PN",0
"728","02.558.157/0001-62",2021-01-01,105925,2,"PN",0
"729","02.635.522/0001-95",2021-03-31,104794,8,"PN",0
"730","02.643.896/0001-52",2021-01-01,105291,1,"PN",0
"731","02.664.042/0001-52",2021-01-01,104907,1,"PN",0
"732","02.682.287/0001-02",2021-01-01,105657,1,"PN",0
"733","02.724.983/0001-34",2021-01-01,105061,1,"PN",0
"734","02.762.113/0001-50",2021-01-01,105702,2,"PN",0
"735","02.762.121/0001-04",2021-01-01,105905,2,"PN",0
"736","02.762.124/0001-30",2021-01-01,104995,1,"PN",0
"737","02.773.542/0001-22",2021-01-01,105407,2,"PN",0
"738","02.783.423/0001-50",2021-01-01,105727,1,"PN",0
"739","02.796.775/0001-40",2021-01-01,104999,1,"PN",0
"740","02.800.026/0001-40",2021-01-01,105274,1,"PN",0
"741","02.846.056/0001-97",2021-01-01,105822,2,"PN",0
"742","02.860.694/0001-62",2021-01-01,105647,1,"PN",0
"743","02.916.265/0001-60",2021-01-01,105565,1,"PN",0
"744","02.919.555/0001-67",2021-01-01,104959,1,"PN",0
"745","02.932.074/0001-91",2021-01-01,105378,1,"PN",0
"746","02.950.811/0001-89",2021-01-01,106024,3,"PN",0
"747","02.992.449/0001-09",2021-01-01,105000,1,"PN",0
"748","02.998.301/0001-81",2021-01-01,104778,1,"PN",62981870.2290076
"749","02.998.611/0001-04",2021-01-01,105116,1,"PN",400945570.026893
"750","03.014.553/0001-91",2021-01-01,105460,1,"PN",0
"751","03.025.305/0001-46",2021-01-01,105759,1,"PN",0
"752","03.207.703/0001-83",2021-01-01,105206,2,"PN",0
"753","03.220.438/0001-73",2021-01-01,105832,2,"PN",0
"754","03.303.999/0001-36",2021-01-01,104554,1,"PN",0
"755","03.342.704/0001-30",2021-01-01,105809,7,"PN",0
"756","03.378.521/0001-75",2021-01-01,105145,1,"PN",0
"757","03.467.321/0001-99",2021-01-01,105583,1,"PN",143707702.702703
"758","03.538.833/0001-07",2021-01-01,105004,1,"PN",0
"759","03.758.318/0001-24",2021-01-01,105967,2,"PN",286114244
"760","03.767.538/0001-14",2021-01-01,105667,2,"PN",0
"761","03.795.050/0001-09",2021-01-01,105906,2,"PN",0
"762","03.818.379/0001-30",2021-01-01,105277,1,"PN",0
"763","03.847.461/0001-92",2021-01-01,105964,2,"PN",225862574.63917
"764","03.853.896/0001-40",2021-01-01,104787,1,"PN",0
"765","03.953.509/0001-47",2021-01-01,104865,1,"PN",0
"766","03.983.431/0001-03",2021-01-01,105246,1,"PN",0
"767","04.030.182/0001-02",2021-01-01,103691,1,"PN",4916000
"768","04.031.213/0001-31",2021-01-01,103696,1,"PN",1406542
"769","04.032.433/0001-80",2021-01-01,105668,1,"PN",0
"770","04.038.763/0001-82",2021-01-01,103707,2,"PN",0
"771","04.065.791/0001-99",2021-01-01,105070,1,"PN",0
"772","04.069.709/0001-02",2021-01-01,105797,2,"PN",0
"773","04.089.570/0001-50",2021-01-01,104911,1,"PN",0
"774","04.128.563/0001-10",2021-01-01,105316,1,"PN",0
"775","04.149.454/0001-80",2021-01-01,105882,6,"PN",0
"776","04.172.213/0001-51",2021-01-01,104860,1,"PN",0
"777","04.200.649/0001-07",2021-01-01,104736,2,"PN",0
"778","04.233.319/0001-18",2021-01-01,105136,1,"PN",0
"779","04.370.282/0001-70",2021-01-01,105272,1,"PN",0
"780","04.423.567/0001-21",2021-01-01,105475,1,"PN",0
"781","04.437.534/0001-30",2021-01-01,105546,1,"PN",0
"782","04.739.720/0001-24",2021-01-01,105240,1,"PN",0
"783","04.752.991/0001-10",2021-01-01,105878,3,"PN",0
"784","04.821.041/0001-08",2021-01-01,105642,1,"PN",0
"785","04.895.728/0001-80",2021-01-01,105601,1,"PN",4453331.47383688
"786","04.902.979/0001-44",2021-01-01,105353,1,"PN",0
"787","04.912.242/0001-02",2021-01-01,104814,1,"PN",35665.4982215578
"788","04.913.711/0001-08",2021-01-01,105811,4,"PN",0
"789","04.986.320/0001-13",2021-01-01,105421,1,"PN",0
"790","04.992.714/0001-84",2021-01-01,105140,1,"PN",0
"791","05.197.443/0001-38",2021-01-01,105764,7,"PN",0
"792","05.336.882/0001-84",2021-01-01,105071,1,"PN",0
"793","05.721.735/0001-28",2021-01-01,106044,7,"PN",0
"794","05.730.375/0001-20",2021-01-01,105959,2,"PN",0
"795","05.799.312/0001-20",2021-01-01,105526,1,"PN",0
"796","05.878.397/0001-32",2021-01-01,106003,2,"PN",0
